id,date,day_of_week,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
4445114986,5/12/2016,Thu,768,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,58,380,1212
4558609924,4/12/2016,Tue,5135,3.39,3.39,0.00,0.00,0.00,3.39,0.00,0,0,318,1122,1909
4558609924,4/13/2016,Wed,4978,3.29,3.29,0.00,1.24,0.44,1.61,0.00,19,7,127,1287,1722
4558609924,4/14/2016,Thu,6799,4.49,4.49,0.00,0.00,0.00,4.49,0.00,0,0,279,1161,1922
4558609924,4/15/2016,Fri,7795,5.15,5.15,0.00,0.59,0.84,3.73,0.00,17,30,262,1131,2121
4558609924,4/16/2016,Sat,7289,4.82,4.82,0.00,0.55,0.75,3.50,0.00,8,12,308,1112,1997
4558609924,4/17/2016,Sun,9634,6.40,6.40,0.00,0.55,1.14,4.71,0.00,7,19,304,1110,2117
4558609924,4/18/2016,Mon,8940,5.91,5.91,0.00,0.98,0.93,4.00,0.00,14,15,331,1080,2116
4558609924,4/19/2016,Tue,5401,3.57,3.57,0.00,0.05,0.36,3.16,0.00,1,9,248,1182,1876
4558609924,4/20/2016,Wed,4803,3.17,3.17,0.00,0.00,0.00,3.17,0.00,0,0,222,1218,1788
4558609924,4/21/2016,Thu,13743,9.08,9.08,0.00,0.42,0.97,7.70,0.00,6,21,432,844,2486
4558609924,4/22/2016,Fri,9601,6.35,6.35,0.00,1.37,1.50,3.47,0.00,20,25,273,1122,2094
4558609924,4/23/2016,Sat,6890,4.55,4.55,0.00,0.34,0.20,4.01,0.00,5,5,308,1122,2085
4558609924,4/24/2016,Sun,8563,5.66,5.66,0.00,0.00,0.00,5.65,0.00,0,0,395,1045,2173
4558609924,4/25/2016,Mon,8095,5.35,5.35,0.00,0.59,0.25,4.51,0.00,18,10,340,993,2225
4558609924,4/26/2016,Tue,9148,6.05,6.05,0.00,0.43,2.03,3.59,0.00,12,41,283,1062,2223
4558609924,4/27/2016,Wed,9557,6.32,6.32,0.00,1.96,0.89,3.46,0.00,27,14,312,1087,2098
4558609924,4/28/2016,Thu,9451,6.25,6.25,0.00,0.02,0.27,5.95,0.00,1,11,367,985,2185
4558609924,4/29/2016,Fri,7833,5.18,5.18,0.00,1.02,1.85,2.31,0.00,15,29,197,1096,1918
4558609924,4/30/2016,Sat,10319,6.82,6.82,0.00,0.47,1.89,4.46,0.00,7,29,293,1111,2105
4558609924,5/1/2016,Sun,3428,2.27,2.27,0.00,0.00,0.00,2.27,0.00,0,0,190,1121,1692
4558609924,5/2/2016,Mon,7891,5.22,5.22,0.00,0.00,0.00,5.22,0.00,0,0,383,1057,2066
4558609924,5/3/2016,Tue,5267,3.48,3.48,0.00,0.60,0.28,2.60,0.00,21,10,237,1172,1953
4558609924,5/4/2016,Wed,5232,3.46,3.46,0.00,0.00,0.00,3.46,0.00,0,0,252,1188,1842
4558609924,5/5/2016,Thu,10611,7.01,7.01,0.00,1.01,0.50,5.51,0.00,14,8,370,1048,2262
4558609924,5/6/2016,Fri,3755,2.48,2.48,0.00,0.00,0.00,2.48,0.00,0,0,202,1238,1722
4558609924,5/7/2016,Sat,8237,5.44,5.44,0.00,1.61,1.00,2.83,0.00,23,16,233,1116,1973
4558609924,5/8/2016,Sun,6543,4.33,4.33,0.00,1.80,0.50,2.02,0.00,66,35,238,1019,2666
4558609924,5/9/2016,Mon,11451,7.57,7.57,0.00,0.43,1.62,5.52,0.00,6,30,339,1065,2223
4558609924,5/10/2016,Tue,6435,4.25,4.25,0.00,0.74,1.12,2.39,0.00,11,18,220,1191,1889
4558609924,5/11/2016,Wed,9108,6.02,6.02,0.00,0.26,1.82,3.94,0.00,4,31,324,1081,2131
4558609924,5/12/2016,Thu,6307,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0,0,247,736,1452
4702921684,4/12/2016,Tue,7213,5.88,5.88,0.00,0.00,0.00,5.85,0.00,0,0,263,718,2947
4702921684,4/13/2016,Wed,6877,5.58,5.58,0.00,0.00,0.00,5.58,0.00,0,0,258,777,2898
4702921684,4/14/2016,Thu,7860,6.37,6.37,0.00,0.00,0.00,6.37,0.00,0,0,271,772,2984
4702921684,4/15/2016,Fri,6506,5.28,5.28,0.00,0.07,0.42,4.79,0.00,1,8,256,944,2896
4702921684,4/16/2016,Sat,11140,9.03,9.03,0.00,0.24,1.25,7.54,0.00,3,24,335,556,3328
4702921684,4/17/2016,Sun,12692,10.29,10.29,0.00,0.96,3.46,5.88,0.00,12,66,302,437,3394
4702921684,4/18/2016,Mon,9105,7.38,7.38,0.00,1.82,1.49,4.07,0.00,22,30,191,890,3013
4702921684,4/19/2016,Tue,6708,5.44,5.44,0.00,0.88,0.37,4.19,0.00,10,8,179,757,2812
4702921684,4/20/2016,Wed,8793,7.13,7.13,0.00,0.16,1.23,5.73,0.00,2,29,260,717,3061
4702921684,4/21/2016,Thu,6530,5.30,5.30,0.00,0.31,2.05,2.94,0.00,4,41,144,901,2729
4702921684,4/22/2016,Fri,1664,1.35,1.35,0.00,0.00,0.00,1.35,0.00,0,0,72,1341,2241
4702921684,4/23/2016,Sat,15126,12.27,12.27,0.00,0.76,3.24,8.27,0.00,9,66,408,469,3691
4702921684,4/24/2016,Sun,15050,12.22,12.22,0.00,1.20,5.12,5.88,0.00,15,95,281,542,3538
4702921684,4/25/2016,Mon,9167,7.43,7.43,0.00,0.49,0.82,6.11,0.00,6,15,270,730,3064
4702921684,4/26/2016,Tue,6108,4.95,4.95,0.00,0.07,0.35,4.54,0.00,1,8,216,765,2784
4702921684,4/27/2016,Wed,7047,5.72,5.72,0.00,0.09,0.80,4.78,0.00,1,16,238,733,2908
4702921684,4/28/2016,Thu,9023,7.32,7.32,0.00,1.13,0.42,5.77,0.00,14,9,232,738,3033
4702921684,4/29/2016,Fri,9930,8.05,8.05,0.00,1.06,0.92,6.07,0.00,12,19,267,692,3165
4702921684,4/30/2016,Sat,10144,8.23,8.23,0.00,0.32,2.03,5.88,0.00,4,36,263,728,3115
4702921684,5/1/2016,Sun,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2017
4702921684,5/2/2016,Mon,7245,5.92,5.92,0.00,0.38,1.74,3.76,0.00,5,40,195,1131,2859
4702921684,5/3/2016,Tue,9454,7.67,7.67,0.00,0.00,0.00,7.67,0.00,0,0,313,729,3145
4702921684,5/4/2016,Wed,8161,6.62,6.62,0.00,0.34,0.73,5.54,0.00,4,15,251,757,3004
4702921684,5/5/2016,Thu,8614,6.99,6.99,0.00,0.67,0.22,6.09,0.00,8,5,241,745,3006
4702921684,5/6/2016,Fri,6943,5.63,5.63,0.00,0.08,0.66,4.87,0.00,1,16,207,682,2859
4702921684,5/7/2016,Sat,14370,11.65,11.65,0.00,0.37,2.31,8.97,0.00,5,46,439,577,3683
4702921684,5/8/2016,Sun,12857,10.43,10.43,0.00,0.68,6.21,3.54,0.00,9,125,192,1019,3287
4702921684,5/9/2016,Mon,8232,6.68,6.68,0.00,0.00,0.57,6.10,0.00,0,12,253,746,2990
4702921684,5/10/2016,Tue,10613,8.61,8.61,0.00,0.08,1.88,6.65,0.00,1,37,262,701,3172
4702921684,5/11/2016,Wed,9810,7.96,7.96,0.00,0.78,2.16,4.98,0.00,10,41,235,784,3069
4702921684,5/12/2016,Thu,2752,2.23,2.23,0.00,0.00,0.00,2.23,0.00,0,0,68,241,1240
5553957443,4/12/2016,Tue,11596,7.57,7.57,0.00,1.37,0.79,5.41,0.00,19,13,277,767,2026
5553957443,4/13/2016,Wed,4832,3.16,3.16,0.00,0.00,0.00,3.16,0.00,0,0,226,647,1718
5553957443,4/14/2016,Thu,17022,11.12,11.12,0.00,4.00,2.45,4.67,0.00,61,41,256,693,2324
5553957443,4/15/2016,Fri,16556,10.86,10.86,0.00,4.16,1.98,4.71,0.00,58,38,239,689,2254
5553957443,4/16/2016,Sat,5771,3.77,3.77,0.00,0.00,0.00,3.77,0.00,0,0,288,521,1831
5553957443,4/17/2016,Sun,655,0.43,0.43,0.00,0.00,0.00,0.43,0.00,0,0,46,943,1397
5553957443,4/18/2016,Mon,3727,2.43,2.43,0.00,0.00,0.00,2.43,0.00,0,0,206,622,1683
5553957443,4/19/2016,Tue,15482,10.11,10.11,0.00,4.28,1.66,4.18,0.00,69,28,249,756,2284
5553957443,4/20/2016,Wed,2713,1.77,1.77,0.00,0.00,0.00,1.77,0.00,0,0,148,598,1570
5553957443,4/21/2016,Thu,12346,8.06,8.06,0.00,2.95,2.16,2.96,0.00,47,42,177,801,2066
5553957443,4/22/2016,Fri,11682,7.63,7.63,0.00,1.38,0.63,5.60,0.00,25,16,270,781,2105
5553957443,4/23/2016,Sat,4112,2.69,2.69,0.00,0.00,0.00,2.68,0.00,0,0,272,443,1776
5553957443,4/24/2016,Sun,1807,1.18,1.18,0.00,0.00,0.00,1.18,0.00,0,0,104,582,1507
5553957443,4/25/2016,Mon,10946,7.19,7.19,0.00,2.93,0.57,3.69,0.00,51,11,201,732,2033
5553957443,4/26/2016,Tue,11886,7.76,7.76,0.00,2.37,0.93,4.46,0.00,40,18,238,750,2093
5553957443,4/27/2016,Wed,10538,6.88,6.88,0.00,1.14,1.00,4.74,0.00,16,16,206,745,1922
5553957443,4/28/2016,Thu,11393,7.63,7.63,0.00,3.71,0.75,3.17,0.00,49,13,165,727,1999
5553957443,4/29/2016,Fri,12764,8.33,8.33,0.00,2.79,0.64,4.91,0.00,46,15,270,709,2169
5553957443,4/30/2016,Sat,1202,0.78,0.78,0.00,0.00,0.00,0.78,0.00,0,0,84,506,1463
5553957443,5/1/2016,Sun,5164,3.37,3.37,0.00,0.00,0.00,3.37,0.00,0,0,237,436,1747
5553957443,5/2/2016,Mon,9769,6.38,6.38,0.00,1.06,0.41,4.90,0.00,23,9,227,724,1996
5553957443,5/3/2016,Tue,12848,8.39,8.39,0.00,1.50,1.20,5.68,0.00,26,29,247,812,2116
5553957443,5/4/2016,Wed,4249,2.77,2.77,0.00,0.00,0.00,2.77,0.00,0,0,224,651,1698
5553957443,5/5/2016,Thu,14331,9.51,9.51,0.00,3.43,1.66,4.43,0.00,44,29,241,692,2156
5553957443,5/6/2016,Fri,9632,6.29,6.29,0.00,1.52,0.54,4.23,0.00,21,9,229,761,1916
5553957443,5/7/2016,Sat,1868,1.22,1.22,0.00,0.00,0.00,1.22,0.00,0,0,96,902,1494
5553957443,5/8/2016,Sun,6083,4.00,4.00,0.00,0.22,0.47,3.30,0.00,3,8,210,505,1762
5553957443,5/9/2016,Mon,11611,7.58,7.58,0.00,2.13,0.89,4.56,0.00,59,22,251,667,2272
5553957443,5/10/2016,Tue,16358,10.71,10.71,0.00,3.87,1.61,5.20,0.00,61,40,265,707,2335
5553957443,5/11/2016,Wed,4926,3.22,3.22,0.00,0.00,0.00,3.22,0.00,0,0,195,628,1693
5553957443,5/12/2016,Thu,3121,2.04,2.04,0.00,0.58,0.40,1.06,0.00,8,6,48,222,741
5577150313,4/12/2016,Tue,8135,6.08,6.08,0.00,3.60,0.38,2.10,0.00,86,16,140,728,3405
5577150313,4/13/2016,Wed,5077,3.79,3.79,0.00,0.32,0.22,3.25,0.00,15,11,144,776,2551
5577150313,4/14/2016,Thu,8596,6.42,6.42,0.00,3.33,0.31,2.78,0.00,118,30,176,662,4022
5577150313,4/15/2016,Fri,12087,9.08,9.08,0.00,3.92,1.60,3.56,0.00,115,54,199,695,4005
5577150313,4/16/2016,Sat,14269,10.66,10.66,0.00,6.64,1.28,2.73,0.00,184,56,158,472,4274
5577150313,4/17/2016,Sun,12231,9.14,9.14,0.00,5.98,0.83,2.32,0.00,200,37,159,525,4552
5577150313,4/18/2016,Mon,9893,7.39,7.39,0.00,4.86,0.72,1.82,0.00,114,32,130,623,3625
5577150313,4/19/2016,Tue,12574,9.42,9.42,0.00,7.02,0.64,1.76,0.00,108,23,111,733,3501
5577150313,4/20/2016,Wed,8330,6.22,6.22,0.00,4.12,0.34,1.76,0.00,87,16,113,773,3192
5577150313,4/21/2016,Thu,10830,8.09,8.09,0.00,3.65,1.66,2.78,0.00,110,74,175,670,4018
5577150313,4/22/2016,Fri,9172,6.85,6.85,0.00,2.42,0.79,3.30,0.00,62,30,200,823,3329
5577150313,4/23/2016,Sat,7638,5.71,5.71,0.00,1.21,0.36,4.14,0.00,24,24,223,627,3152
5577150313,4/24/2016,Sun,15764,11.78,11.78,0.00,7.65,2.15,1.98,0.00,210,65,141,425,4392
5577150313,4/25/2016,Mon,6393,4.78,4.78,0.00,1.35,0.67,2.76,0.00,61,38,214,743,3374
5577150313,4/26/2016,Tue,5325,3.98,3.98,0.00,0.85,0.65,2.47,0.00,38,32,181,759,3088
5577150313,4/27/2016,Wed,6805,5.14,5.14,0.00,1.81,0.40,2.93,0.00,63,16,190,773,3294
5577150313,4/28/2016,Thu,9841,7.43,7.43,0.00,3.25,1.17,3.01,0.00,99,51,141,692,3580
5577150313,4/29/2016,Fri,7924,5.92,5.92,0.00,2.84,0.61,2.47,0.00,97,36,165,739,3544
5577150313,4/30/2016,Sat,12363,9.24,9.24,0.00,5.83,0.79,2.61,0.00,207,45,163,621,4501
5577150313,5/1/2016,Sun,13368,9.99,9.99,0.00,5.31,1.44,3.24,0.00,194,72,178,499,4546
5577150313,5/2/2016,Mon,7439,5.56,5.56,0.00,1.12,0.35,4.07,0.00,37,20,235,732,3014
5577150313,5/3/2016,Tue,11045,8.25,8.25,0.00,4.52,0.15,3.57,0.00,97,8,212,580,3795
5577150313,5/4/2016,Wed,5206,3.89,3.89,0.00,1.56,0.25,2.08,0.00,25,9,141,631,2755
5577150313,5/5/2016,Thu,7550,5.64,5.64,0.00,2.50,0.47,2.67,0.00,45,21,143,1153,3004
5577150313,5/6/2016,Fri,4950,3.70,3.70,0.00,1.93,0.32,1.45,0.00,41,16,79,1304,2643
5577150313,5/7/2016,Sat,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1819
5577150313,5/8/2016,Sun,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1819
5577150313,5/9/2016,Mon,3421,2.56,2.56,0.00,1.43,0.14,0.99,0.00,34,11,70,1099,2489
5577150313,5/10/2016,Tue,8869,6.65,6.65,0.00,2.56,0.75,3.35,0.00,104,37,194,639,3841
5577150313,5/11/2016,Wed,4038,3.04,3.04,0.00,1.83,0.30,0.89,0.00,45,15,63,257,1665
6117666160,4/12/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496
6117666160,4/13/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496
6117666160,4/14/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496
6117666160,4/15/2016,Fri,14019,10.59,10.59,0.00,0.00,0.28,10.30,0.00,0,6,513,921,2865
6117666160,4/16/2016,Sat,14450,10.91,10.91,0.00,0.58,0.85,9.48,0.00,7,15,518,502,2828
6117666160,4/17/2016,Sun,7150,5.40,5.40,0.00,0.00,0.00,5.40,0.00,0,0,312,702,2225
6117666160,4/18/2016,Mon,5153,3.91,3.91,0.00,0.00,0.00,3.89,0.00,0,0,241,759,2018
6117666160,4/19/2016,Tue,11135,8.41,8.41,0.00,0.00,0.00,8.41,0.00,0,0,480,425,2606
6117666160,4/20/2016,Wed,10449,8.02,8.02,0.00,2.03,0.48,5.52,0.00,26,10,349,587,2536
6117666160,4/21/2016,Thu,19542,15.01,15.01,0.00,0.98,0.40,5.62,0.00,11,19,294,579,4900
6117666160,4/22/2016,Fri,8206,6.20,6.20,0.00,0.00,0.00,6.20,0.00,0,0,402,413,2409
6117666160,4/23/2016,Sat,11495,8.68,8.68,0.00,0.00,0.00,8.68,0.00,0,0,512,468,2651
6117666160,4/24/2016,Sun,7623,5.76,5.76,0.00,0.00,0.00,5.76,0.00,0,0,362,711,2305
6117666160,4/25/2016,Mon,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1497
6117666160,4/26/2016,Tue,9543,7.21,7.21,0.00,0.00,0.34,6.87,0.00,0,7,352,1077,2450
6117666160,4/27/2016,Wed,9411,7.11,7.11,0.00,0.00,0.00,7.11,0.00,0,0,458,417,2576
6117666160,4/28/2016,Thu,3403,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,141,758,1879
6117666160,4/29/2016,Fri,9592,7.24,7.24,0.00,0.00,0.00,7.24,0.00,0,0,461,479,2560
6117666160,4/30/2016,Sat,6987,5.28,5.28,0.00,0.00,0.00,5.28,0.00,0,0,343,1040,2275
6117666160,5/1/2016,Sun,8915,6.73,6.73,0.00,0.00,0.00,6.73,0.00,0,0,397,525,2361
6117666160,5/2/2016,Mon,4933,3.73,3.73,0.00,0.00,0.00,3.73,0.00,0,0,236,1204,2044
6117666160,5/3/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496
6117666160,5/4/2016,Wed,2997,2.26,2.26,0.00,0.00,0.00,2.26,0.00,0,0,156,1279,1902
6117666160,5/5/2016,Thu,9799,7.40,7.40,0.00,0.00,0.00,7.40,0.00,0,0,487,479,2636
6117666160,5/6/2016,Fri,3365,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,133,673,1838
6117666160,5/7/2016,Sat,7336,5.54,5.54,0.00,0.00,0.00,5.54,0.00,0,0,412,456,2469
6117666160,5/8/2016,Sun,7328,5.53,5.53,0.00,0.00,0.00,5.53,0.00,0,0,318,517,2250
6117666160,5/9/2016,Mon,4477,3.38,3.38,0.00,0.00,0.00,3.38,0.00,0,0,197,125,1248
6290855005,4/12/2016,Tue,4562,3.45,3.45,0.00,0.00,0.00,3.45,0.00,0,0,199,1241,2560
6290855005,4/13/2016,Wed,7142,5.40,5.40,0.00,0.00,0.00,5.39,0.01,0,0,350,1090,2905
6290855005,4/14/2016,Thu,7671,5.80,5.80,0.00,0.00,0.00,5.77,0.03,0,0,363,1077,2952
6290855005,4/15/2016,Fri,9501,7.18,7.18,0.00,0.00,0.00,7.17,0.01,0,0,328,1112,2896
6290855005,4/16/2016,Sat,8301,6.28,6.28,0.00,0.00,0.00,6.27,0.01,0,0,258,1182,2783
6290855005,4/17/2016,Sun,7851,5.94,5.94,0.00,1.14,0.79,4.00,0.00,31,12,225,1172,3171
6290855005,4/18/2016,Mon,6885,5.21,5.21,0.00,0.00,0.00,5.19,0.02,0,0,271,1169,2766
6290855005,4/19/2016,Tue,7142,5.40,5.40,0.00,0.00,0.00,5.39,0.01,0,0,321,1119,2839
6290855005,4/20/2016,Wed,6361,4.81,4.81,0.00,0.00,0.00,4.80,0.01,0,0,258,1182,2701
6290855005,4/21/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060
6290855005,4/22/2016,Fri,6238,4.72,4.72,0.00,0.00,0.00,4.72,0.00,0,0,302,1138,2796
6290855005,4/23/2016,Sat,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1407,2664
6290855005,4/24/2016,Sun,5896,4.46,4.46,0.00,0.00,0.00,4.46,0.00,0,0,258,1182,2703
6290855005,4/25/2016,Mon,7802,5.90,5.90,0.00,0.68,0.18,5.03,0.01,8,3,249,1180,2771
6290855005,4/26/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060
6290855005,4/27/2016,Wed,5565,4.21,4.21,0.00,0.00,0.00,4.18,0.03,0,0,287,1153,2743
6290855005,4/28/2016,Thu,5731,4.33,4.33,0.00,0.00,0.00,4.33,0.00,0,0,255,1185,2687
6290855005,4/29/2016,Fri,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060
6290855005,4/30/2016,Sat,6744,5.10,5.10,0.00,0.00,0.00,5.09,0.01,0,0,324,1116,2843
6290855005,5/1/2016,Sun,9837,7.44,7.44,0.00,0.66,2.75,4.00,0.02,8,95,282,1055,3327
6290855005,5/2/2016,Mon,6781,5.13,5.13,0.00,0.00,0.00,5.11,0.02,0,0,268,1172,2725
6290855005,5/3/2016,Tue,6047,4.57,4.57,0.00,0.00,0.00,4.57,0.00,0,0,240,1200,2671
6290855005,5/4/2016,Wed,5832,4.41,4.41,0.00,0.00,0.00,4.40,0.01,0,0,272,1168,2718
6290855005,5/5/2016,Thu,6339,4.79,4.79,0.00,0.00,0.00,4.79,0.00,0,0,239,1201,2682
6290855005,5/6/2016,Fri,6116,4.62,4.62,0.00,0.00,0.00,4.59,0.03,0,0,305,1135,2806
6290855005,5/7/2016,Sat,5510,4.17,4.17,0.00,0.00,0.00,4.16,0.00,0,0,227,1213,2613
6290855005,5/8/2016,Sun,7706,5.83,5.83,0.00,0.00,0.00,5.82,0.00,0,0,251,1189,2712
6290855005,5/9/2016,Mon,6277,4.75,4.75,0.00,0.00,0.00,4.73,0.02,0,0,264,800,2175
6290855005,5/10/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,0
6775888955,4/12/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/13/2016,Wed,4053,2.91,2.91,0.00,1.11,0.58,1.22,0.00,17,18,85,1053,2400
6775888955,4/14/2016,Thu,5162,3.70,3.70,0.00,0.87,0.86,1.97,0.00,14,24,105,863,2507
6775888955,4/15/2016,Fri,1282,0.92,0.92,0.00,0.00,0.00,0.92,0.00,0,0,58,976,2127
6775888955,4/16/2016,Sat,4732,3.39,3.39,0.00,2.52,0.81,0.06,0.00,36,18,9,1377,2225
6775888955,4/17/2016,Sun,2497,1.79,1.79,0.00,0.35,1.13,0.31,0.00,5,24,19,1392,2067
6775888955,4/18/2016,Mon,8294,5.95,5.95,0.00,2.00,0.77,3.17,0.00,30,31,146,1233,2798
6775888955,4/19/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/20/2016,Wed,10771,7.72,7.72,0.00,3.77,1.74,2.22,0.00,70,113,178,1079,3727
6775888955,4/21/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/22/2016,Fri,637,0.46,0.46,0.00,0.00,0.00,0.46,0.00,0,0,20,1420,1922
6775888955,4/23/2016,Sat,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/24/2016,Sun,2153,1.54,1.54,0.00,0.77,0.62,0.15,0.00,11,18,11,1400,2053
6775888955,4/25/2016,Mon,6474,4.64,4.64,0.00,2.27,0.46,1.90,0.00,33,13,92,1302,2484
6775888955,4/26/2016,Tue,7091,5.27,5.27,1.96,3.48,0.87,0.73,0.00,42,30,47,1321,2584
6775888955,4/27/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/28/2016,Thu,703,0.50,0.50,0.00,0.06,0.20,0.24,0.00,2,13,15,1410,1993
6775888955,4/29/2016,Fri,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,4/30/2016,Sat,2503,1.79,1.79,0.00,0.16,0.16,1.48,0.00,3,9,84,1344,2280
6775888955,5/1/2016,Sun,2487,1.78,1.78,0.00,0.48,0.62,0.68,0.00,9,34,50,1347,2319
6775888955,5/2/2016,Mon,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,5/3/2016,Tue,9,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,1,1439,1843
6775888955,5/4/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,5/5/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841
6775888955,5/6/2016,Fri,4697,3.37,3.37,0.00,0.47,0.93,1.93,0.00,12,35,75,1318,2496
6775888955,5/7/2016,Sat,1967,1.41,1.41,0.00,0.13,0.24,1.05,0.00,2,5,49,551,1032
6962181067,4/12/2016,Tue,10199,6.74,6.74,0.00,3.40,0.83,2.51,0.00,50,14,189,796,1994
6962181067,4/13/2016,Wed,5652,3.74,3.74,0.00,0.57,1.21,1.96,0.00,8,24,142,548,1718
6962181067,4/14/2016,Thu,1551,1.03,1.03,0.00,0.00,0.00,1.03,0.00,0,0,86,862,1466
6962181067,4/15/2016,Fri,5563,3.68,3.68,0.00,0.00,0.00,3.68,0.00,0,0,217,837,1756
6962181067,4/16/2016,Sat,13217,8.74,8.74,0.00,3.66,0.19,4.88,0.00,50,3,280,741,2173
6962181067,4/17/2016,Sun,10145,6.71,6.71,0.00,0.33,0.68,5.69,0.00,5,13,295,634,2027
6962181067,4/18/2016,Mon,11404,7.54,7.54,0.00,0.83,2.39,4.32,0.00,13,42,238,689,2039
6962181067,4/19/2016,Tue,10742,7.10,7.10,0.00,2.10,2.13,2.87,0.00,35,41,195,659,2046
6962181067,4/20/2016,Wed,13928,9.55,9.55,0.00,4.28,0.19,5.09,0.00,48,4,297,639,2174
6962181067,4/21/2016,Thu,11835,9.71,7.88,4.08,3.99,2.10,3.51,0.11,53,27,214,708,2179
6962181067,4/22/2016,Fri,10725,7.09,7.09,0.00,1.77,1.55,3.77,0.00,30,33,240,659,2086
6962181067,4/23/2016,Sat,20031,13.24,13.24,0.00,4.20,2.00,7.04,0.00,58,41,347,484,2571
6962181067,4/24/2016,Sun,5029,3.32,3.32,0.00,0.00,0.00,3.32,0.00,0,0,199,720,1705
6962181067,4/25/2016,Mon,13239,9.27,9.08,2.79,3.02,1.68,4.46,0.10,35,31,282,637,2194
6962181067,4/26/2016,Tue,10433,6.90,6.90,0.00,2.58,0.42,3.90,0.00,36,7,254,680,2012
6962181067,4/27/2016,Wed,10320,6.82,6.82,0.00,0.55,2.02,4.25,0.00,7,38,279,697,2034
6962181067,4/28/2016,Thu,12627,8.35,8.35,0.00,2.51,0.24,5.59,0.00,38,8,288,621,2182
6962181067,4/29/2016,Fri,10762,7.11,7.11,0.00,0.82,0.48,5.81,0.00,12,15,369,645,2254
6962181067,4/30/2016,Sat,10081,6.66,6.66,0.00,2.24,0.76,3.67,0.00,32,16,237,731,2002
6962181067,5/1/2016,Sun,5454,3.61,3.61,0.00,0.00,0.00,3.61,0.00,0,0,215,722,1740
6962181067,5/2/2016,Mon,12912,8.54,8.54,0.00,1.20,2.00,5.34,0.00,18,39,313,655,2162
6962181067,5/3/2016,Tue,12109,8.12,8.12,0.00,1.74,2.04,4.33,0.00,21,36,267,654,2072
6962181067,5/4/2016,Wed,10147,6.71,6.71,0.00,0.47,1.68,4.55,0.00,15,36,284,683,2086
6962181067,5/5/2016,Thu,10524,6.96,6.96,0.00,0.99,1.16,4.81,0.00,14,22,305,591,2066
6962181067,5/6/2016,Fri,5908,3.91,3.91,0.00,0.00,0.00,3.91,0.00,0,0,299,717,1850
6962181067,5/7/2016,Sat,6815,4.50,4.50,0.00,0.00,0.00,4.50,0.00,0,0,328,745,1947
6962181067,5/8/2016,Sun,4188,2.77,2.77,0.00,0.00,0.52,2.25,0.00,0,14,151,709,1659
6962181067,5/9/2016,Mon,12342,8.72,8.68,3.17,3.90,1.18,3.65,0.00,43,21,231,607,2105
6962181067,5/10/2016,Tue,15448,10.21,10.21,0.00,3.47,1.75,4.99,0.00,62,34,275,626,2361
6962181067,5/11/2016,Wed,6722,4.44,4.44,0.00,1.49,0.31,2.65,0.00,24,7,199,709,1855
6962181067,5/12/2016,Thu,3587,2.37,2.37,0.00,0.00,0.25,2.11,0.00,0,8,105,127,928
